time,des_roll,roll,des_pitch,pitch,des_yaw,yaw,volt,curr
179493607,0.0,0.84,0.0,1.1300000000000001,147.3,147.29,16.489381790161133,0.0
179593212,0.0,0.84,0.0,1.1300000000000001,148.82,147.29,16.499618530273438,0.0
179693371,0.0,0.84,0.0,1.1300000000000001,153.04,147.29,16.49952507019043,0.0
179792955,0.0,0.8300000000000001,0.0,1.1300000000000001,159.96,147.29,16.500041961669922,0.0
179892934,0.0,0.8300000000000001,0.0,1.1300000000000001,169.58,147.29,16.499980926513672,0.0
179992888,0.0,0.8300000000000001,0.0,1.12,174.3,147.29,16.497379302978516,0.0
180092882,0.0,0.8300000000000001,0.0,1.12,174.37,147.29,16.497379302978516,0.0
180192871,0.0,0.8300000000000001,0.0,1.12,174.43,147.29,16.50028419494629,0.0
180292889,0.0,0.8300000000000001,0.0,1.12,174.46,147.29,16.49834632873535,0.0
180392833,0.0,0.8300000000000001,0.0,1.12,174.46,147.29,16.501312255859375,0.0
180492834,0.0,0.8300000000000001,0.0,1.12,174.39000000000001,147.3,16.500062942504883,0.0
180592920,0.0,0.8300000000000001,0.0,1.12,174.32,147.3,16.497499465942383,0.0
180692820,0.0,0.8300000000000001,0.0,1.12,174.26,147.3,16.502464294433594,0.0
180792871,0.0,0.8300000000000001,0.0,1.12,174.19,147.29,16.499013900756836,0.0
180892857,0.0,0.8300000000000001,0.0,1.12,174.12,147.29,16.499799728393555,0.0
180992857,0.0,0.8200000000000001,0.0,1.1300000000000001,174.05,147.29,16.499256134033203,0.0
181092845,0.0,0.8200000000000001,0.0,1.1300000000000001,173.98,147.29,16.49616813659668,0.0
181192884,0.0,0.8200000000000001,0.0,1.1300000000000001,173.95000000000002,147.28,16.4954891204834,0.0
181292921,0.0,0.8200000000000001,0.0,1.1300000000000001,173.95000000000002,147.28,16.496652603149414,0.0
181392892,0.0,0.8200000000000001,0.0,1.1300000000000001,173.95000000000002,147.28,16.499135971069336,0.0
181492861,0.0,0.8200000000000001,0.0,1.1300000000000001,147.29,147.28,16.50022315979004,0.0
181592987,0.0,0.8200000000000001,0.0,1.1300000000000001,147.29,147.29,16.46251678466797,0.0
181692856,0.0,0.8200000000000001,0.0,1.1400000000000001,147.3,147.29,16.383771896362305,0.0
181792906,0.0,0.8200000000000001,0.0,1.1300000000000001,147.29,147.28,16.380685806274414,0.0
181892907,0.0,0.8200000000000001,0.0,1.1400000000000001,147.28,147.28,16.32796859741211,0.05823102965950966
181992837,0.0,0.81,0.0,1.1400000000000001,147.28,147.28,16.227798461914062,2.1416969299316406
182093013,0.0,0.8,0.0,1.12,147.28,147.28,16.31077766418457,0.6321078538894653
182192834,0.0,0.79,0.0,1.12,147.28,147.27,16.34812355041504,0.010441426187753677
182292848,0.0,0.77,0.0,1.1,147.28,147.28,16.36168098449707,0.0
182392840,0.0,0.78,0.0,1.11,147.28,147.29,16.366825103759766,0.0
182492849,0.0,0.79,0.0,1.11,147.28,147.29,16.371910095214844,0.0
182592972,0.0,0.78,0.0,1.1,147.28,147.29,16.37127685546875,0.0
182692823,0.0,0.78,0.0,1.1,147.28,147.3,16.37548065185547,0.0
182792883,0.0,0.77,0.0,1.09,147.28,147.31,16.375843048095703,0.0
182892928,0.0,0.79,0.0,1.11,147.28,147.32,16.377355575561523,0.0
182992933,0.0,0.76,0.0,1.11,147.28,147.32,16.37717628479004,0.0
183092882,0.0,0.77,0.0,1.12,147.28,147.32,16.376571655273438,0.0
183192886,0.0,0.78,0.0,1.1,147.28,147.32,16.376630783081055,0.0
183292882,0.0,0.75,0.0,1.11,147.28,147.33,16.378875732421875,0.0
183392857,0.0,0.77,0.0,1.1,147.28,147.33,16.38280487060547,0.0
